城市,月份,住宅类型,面积段,环比,同比,定基,累计平均,来源URL
南宁,2024-01,二手住宅,90-144m2,99.3,94.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
南宁,2024-01,二手住宅,144m2以上,99.2,93.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,新建商品住宅,全部,99.3,101.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,二手住宅,全部,98.9,94.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,新建商品住宅,90m2及以下,99.9,103.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,新建商品住宅,90-144m2,99.2,101.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,新建商品住宅,144m2以上,98.9,101.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,二手住宅,90m2及以下,99.0,94.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,二手住宅,90-144m2,98.9,94.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
海口,2024-01,二手住宅,144m2以上,98.9,94.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,新建商品住宅,全部,100.1,102.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,二手住宅,全部,99.0,94.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,新建商品住宅,90m2及以下,100.5,100.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,新建商品住宅,90-144m2,100.0,101.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,新建商品住宅,144m2以上,100.0,103.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,二手住宅,90m2及以下,99.0,94.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,二手住宅,90-144m2,99.1,94.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
重庆,2024-01,二手住宅,144m2以上,99.0,93.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,新建商品住宅,全部,100.0,104.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,二手住宅,全部,99.1,99.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,新建商品住宅,90m2及以下,99.5,104.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,新建商品住宅,90-144m2,100.1,103.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,新建商品住宅,144m2以上,100.1,105.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,二手住宅,90m2及以下,99.0,99.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,二手住宅,90-144m2,99.2,98.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
成都,2024-01,二手住宅,144m2以上,99.1,99.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,新建商品住宅,全部,99.6,99.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,二手住宅,全部,99.5,96.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,新建商品住宅,90m2及以下,99.7,98.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,新建商品住宅,90-144m2,99.6,99.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,新建商品住宅,144m2以上,99.8,98.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,二手住宅,90m2及以下,99.1,95.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,二手住宅,90-144m2,99.7,96.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
贵阳,2024-01,二手住宅,144m2以上,99.7,95.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,新建商品住宅,全部,100.0,99.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,二手住宅,全部,100.3,97.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,新建商品住宅,90m2及以下,100.2,97.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,新建商品住宅,90-144m2,99.9,99.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,新建商品住宅,144m2以上,100.1,99.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,二手住宅,90m2及以下,100.2,97.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,二手住宅,90-144m2,100.3,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
昆明,2024-01,二手住宅,144m2以上,100.4,97.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,新建商品住宅,全部,100.2,104.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,二手住宅,全部,99.5,98.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,新建商品住宅,90m2及以下,100.4,103.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,新建商品住宅,90-144m2,100.2,104.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,新建商品住宅,144m2以上,100.1,105.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,二手住宅,90m2及以下,99.5,97.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,二手住宅,90-144m2,99.4,97.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西安,2024-01,二手住宅,144m2以上,99.6,99.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,新建商品住宅,全部,99.5,98.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,二手住宅,全部,99.3,94.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,新建商品住宅,90m2及以下,98.5,96.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,新建商品住宅,90-144m2,99.6,99.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,新建商品住宅,144m2以上,99.4,98.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,二手住宅,90m2及以下,99.6,94.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,二手住宅,90-144m2,98.8,94.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
兰州,2024-01,二手住宅,144m2以上,99.4,95.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,新建商品住宅,全部,98.9,96.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,二手住宅,全部,99.3,97.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,新建商品住宅,90m2及以下,99.6,95.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,新建商品住宅,90-144m2,98.9,97.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,新建商品住宅,144m2以上,98.4,93.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,二手住宅,90m2及以下,99.6,97.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,二手住宅,90-144m2,99.1,96.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
西宁,2024-01,二手住宅,144m2以上,99.2,96.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,新建商品住宅,全部,99.8,100.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,二手住宅,全部,99.8,97.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,新建商品住宅,90m2及以下,100.0,100.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,新建商品住宅,90-144m2,99.7,100.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,新建商品住宅,144m2以上,100.0,100.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,二手住宅,90m2及以下,99.9,97.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,二手住宅,90-144m2,99.8,97.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
银川,2024-01,二手住宅,144m2以上,99.4,97.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,新建商品住宅,全部,99.6,99.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,二手住宅,全部,99.7,96.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,新建商品住宅,90m2及以下,99.3,99.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,新建商品住宅,90-144m2,99.8,99.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,新建商品住宅,144m2以上,99.2,98.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,二手住宅,90m2及以下,99.5,96.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,二手住宅,90-144m2,99.9,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
乌鲁木齐,2024-01,二手住宅,144m2以上,99.2,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,新建商品住宅,全部,99.8,98.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,二手住宅,全部,99.5,94.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,新建商品住宅,90m2及以下,100.3,97.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,新建商品住宅,90-144m2,99.7,97.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,新建商品住宅,144m2以上,100.0,98.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,二手住宅,90m2及以下,99.4,94.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,二手住宅,90-144m2,99.5,94.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
唐山,2024-01,二手住宅,144m2以上,99.6,93.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,新建商品住宅,全部,99.7,97.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,二手住宅,全部,99.0,95.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,新建商品住宅,90m2及以下,99.7,97.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,新建商品住宅,90-144m2,99.6,96.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,新建商品住宅,144m2以上,99.8,96.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,二手住宅,90m2及以下,98.7,94.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,二手住宅,90-144m2,99.3,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
秦皇岛,2024-01,二手住宅,144m2以上,99.7,96.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,新建商品住宅,全部,99.7,96.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,二手住宅,全部,99.4,95.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,新建商品住宅,90m2及以下,99.0,96.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,新建商品住宅,90-144m2,99.7,97.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,新建商品住宅,144m2以上,99.9,96.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,二手住宅,90m2及以下,99.7,95.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,二手住宅,90-144m2,99.1,95.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
包头,2024-01,二手住宅,144m2以上,99.4,95.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,新建商品住宅,全部,99.5,97.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,二手住宅,全部,99.4,94.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,新建商品住宅,90m2及以下,99.4,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,新建商品住宅,90-144m2,99.7,98.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,新建商品住宅,144m2以上,99.2,96.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,二手住宅,90m2及以下,99.9,94.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,二手住宅,90-144m2,98.9,93.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
丹东,2024-01,二手住宅,144m2以上,99.4,95.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,新建商品住宅,全部,99.6,99.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,二手住宅,全部,99.8,95.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,新建商品住宅,90m2及以下,99.8,99.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,新建商品住宅,90-144m2,99.8,99.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,新建商品住宅,144m2以上,98.4,98.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,二手住宅,90m2及以下,99.9,94.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,二手住宅,90-144m2,99.8,95.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
锦州,2024-01,二手住宅,144m2以上,99.4,95.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,新建商品住宅,全部,100.3,100.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,二手住宅,全部,99.3,93.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,新建商品住宅,90m2及以下,100.3,100.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,新建商品住宅,90-144m2,100.4,100.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,新建商品住宅,144m2以上,100.0,99.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,二手住宅,90m2及以下,99.1,92.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,二手住宅,90-144m2,99.3,93.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
吉林,2024-01,二手住宅,144m2以上,100.0,94.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,新建商品住宅,全部,99.7,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,二手住宅,全部,99.6,94.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,新建商品住宅,90m2及以下,99.1,95.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,新建商品住宅,90-144m2,99.9,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,新建商品住宅,144m2以上,99.9,98.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,二手住宅,90m2及以下,99.6,94.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,二手住宅,90-144m2,99.4,93.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
牡丹江,2024-01,二手住宅,144m2以上,99.9,95.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,新建商品住宅,全部,100.3,98.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,二手住宅,全部,99.2,95.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,新建商品住宅,90m2及以下,100.0,98.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,新建商品住宅,90-144m2,100.2,97.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,新建商品住宅,144m2以上,100.4,99.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,二手住宅,90m2及以下,99.4,94.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,二手住宅,90-144m2,99.0,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
无锡,2024-01,二手住宅,144m2以上,99.4,95.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,新建商品住宅,全部,98.8,96.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,二手住宅,全部,98.5,91.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,新建商品住宅,90m2及以下,99.7,97.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,新建商品住宅,90-144m2,98.8,96.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,新建商品住宅,144m2以上,98.7,97.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,二手住宅,90m2及以下,98.3,90.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,二手住宅,90-144m2,98.8,91.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
徐州,2024-01,二手住宅,144m2以上,97.9,92.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,新建商品住宅,全部,100.2,97.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,二手住宅,全部,99.4,93.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,新建商品住宅,90m2及以下,100.8,98.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,新建商品住宅,90-144m2,100.1,97.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,新建商品住宅,144m2以上,100.6,96.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,二手住宅,90m2及以下,99.2,94.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,二手住宅,90-144m2,99.5,92.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
扬州,2024-01,二手住宅,144m2以上,99.1,94.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,新建商品住宅,全部,99.5,97.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,二手住宅,全部,99.1,93.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,新建商品住宅,90m2及以下,99.3,98.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,新建商品住宅,90-144m2,99.4,97.0,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,新建商品住宅,144m2以上,99.9,98.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,二手住宅,90m2及以下,98.9,93.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,二手住宅,90-144m2,99.3,93.9,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
温州,2024-01,二手住宅,144m2以上,99.1,93.3,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,新建商品住宅,全部,99.1,95.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,二手住宅,全部,99.0,94.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,新建商品住宅,90m2及以下,99.4,94.8,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,新建商品住宅,90-144m2,98.8,95.7,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,新建商品住宅,144m2以上,99.2,95.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,二手住宅,90m2及以下,99.0,94.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,二手住宅,90-144m2,99.1,94.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
金华,2024-01,二手住宅,144m2以上,98.9,95.1,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
蚌埠,2024-01,新建商品住宅,全部,99.4,98.6,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
蚌埠,2024-01,二手住宅,全部,99.2,96.4,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
蚌埠,2024-01,新建商品住宅,90m2及以下,100.0,100.2,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
蚌埠,2024-01,新建商品住宅,90-144m2,99.4,98.5,,,https://www.stats.gov.cn/sj/zxfb/202402/t20240223_1947806.html
